Java HotSpot(TM) 64-Bit Server VM (25.231-b11) for windows-amd64 JRE (1.8.0_231-b11), built on Oct  5 2019 03:11:30 by "java_re" with MS VC++ 10.0 (VS2010)
Memory: 4k page, physical 16718268k(8500356k free), swap 19208636k(3944096k free)
CommandLine flags: -XX:InitialHeapSize=268435456 -XX:MaxHeapSize=268435456 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:-UseAdaptiveSizePolicy -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseParallelGC 
2022-01-17T00:23:38.190+0800: 0.087: [GC (Allocation Failure) [PSYoungGen: 65507K->10748K(76288K)] 65507K->21130K(251392K), 0.0033130 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2022-01-17T00:23:38.202+0800: 0.099: [GC (Allocation Failure) [PSYoungGen: 76196K->10743K(76288K)] 86578K->42702K(251392K), 0.0043929 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2022-01-17T00:23:38.213+0800: 0.110: [GC (Allocation Failure) [PSYoungGen: 76279K->10746K(76288K)] 108238K->66504K(251392K), 0.0048535 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2022-01-17T00:23:38.225+0800: 0.122: [GC (Allocation Failure) [PSYoungGen: 76282K->10748K(76288K)] 132040K->90466K(251392K), 0.0046532 secs] [Times: user=0.16 sys=0.00, real=0.01 secs] 
2022-01-17T00:23:38.236+0800: 0.133: [GC (Allocation Failure) [PSYoungGen: 76237K->10738K(76288K)] 155955K->113805K(251392K), 0.0044826 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2022-01-17T00:23:38.247+0800: 0.144: [GC (Allocation Failure) [PSYoungGen: 75862K->10738K(76288K)] 178930K->138270K(251392K), 0.0045429 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2022-01-17T00:23:38.257+0800: 0.154: [GC (Allocation Failure) [PSYoungGen: 75809K->10739K(76288K)] 203341K->163954K(251392K), 0.0051362 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2022-01-17T00:23:38.665+0800: 0.562: [Full GC (Ergonomics) [PSYoungGen: 65443K->59897K(76288K)] [ParOldGen: 174092K->175000K(175104K)] 239536K->234897K(251392K), [Metaspace: 2702K->2702K(1056768K)], 0.0246153 secs] [Times: user=0.14 sys=0.00, real=0.03 secs] 
2022-01-17T00:23:38.690+0800: 0.587: [Full GC (Ergonomics) [PSYoungGen: 65465K->61302K(76288K)] [ParOldGen: 175000K->174979K(175104K)] 240465K->236281K(251392K), [Metaspace: 2702K->2702K(1056768K)], 0.0201211 secs] [Times: user=0.16 sys=0.00, real=0.02 secs] 
2022-01-17T00:23:38.711+0800: 0.608: [Full GC (Ergonomics) [PSYoungGen: 65116K->62486K(76288K)] [ParOldGen: 174979K->174988K(175104K)] 240095K->237475K(251392K), [Metaspace: 2702K->2702K(1056768K)], 0.0265401 secs] [Times: user=0.08 sys=0.00, real=0.03 secs] 
2022-01-17T00:23:38.738+0800: 0.635: [Full GC (Ergonomics) [PSYoungGen: 65484K->62700K(76288K)] [ParOldGen: 174988K->175015K(175104K)] 240473K->237716K(251392K), [Metaspace: 2702K->2702K(1056768K)], 0.0260018 secs] [Times: user=0.17 sys=0.00, real=0.03 secs] 
2022-01-17T00:23:38.765+0800: 0.661: [Full GC (Ergonomics) [PSYoungGen: 65490K->63081K(76288K)] [ParOldGen: 175015K->175020K(175104K)] 240506K->238101K(251392K), [Metaspace: 2702K->2702K(1056768K)], 0.0286645 secs] [Times: user=0.17 sys=0.00, real=0.03 secs] 
2022-01-17T00:23:38.794+0800: 0.690: [Full GC (Ergonomics) [PSYoungGen: 65532K->62827K(76288K)] [ParOldGen: 175020K->174999K(175104K)] 240552K->237827K(251392K), [Metaspace: 2702K->2702K(1056768K)], 0.0271987 secs] [Times: user=0.16 sys=0.00, real=0.03 secs] 
2022-01-17T00:23:38.822+0800: 0.718: [Full GC (Ergonomics) [PSYoungGen: 65525K->64249K(76288K)] [ParOldGen: 174999K->174496K(175104K)] 240524K->238745K(251392K), [Metaspace: 2702K->2702K(1056768K)], 0.0302585 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2022-01-17T00:23:38.852+0800: 0.749: [Full GC (Ergonomics) [PSYoungGen: 65255K->63483K(76288K)] [ParOldGen: 174496K->174929K(175104K)] 239752K->238412K(251392K), [Metaspace: 2702K->2702K(1056768K)], 0.0119254 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2022-01-17T00:23:38.864+0800: 0.761: [Full GC (Ergonomics) [PSYoungGen: 65193K->63808K(76288K)] [ParOldGen: 174929K->174929K(175104K)] 240122K->238738K(251392K), [Metaspace: 2702K->2702K(1056768K)], 0.0085599 secs] [Times: user=0.16 sys=0.00, real=0.01 secs] 
2022-01-17T00:23:38.873+0800: 0.770: [Full GC (Ergonomics) [PSYoungGen: 65154K->63832K(76288K)] [ParOldGen: 174929K->174870K(175104K)] 240084K->238703K(251392K), [Metaspace: 2702K->2702K(1056768K)], 0.0030613 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2022-01-17T00:23:38.877+0800: 0.773: [Full GC (Ergonomics) [PSYoungGen: 65468K->63305K(76288K)] [ParOldGen: 174870K->174915K(175104K)] 240338K->238220K(251392K), [Metaspace: 2702K->2702K(1056768K)], 0.0260541 secs] [Times: user=0.31 sys=0.00, real=0.02 secs] 
2022-01-17T00:23:38.902+0800: 0.799: [Full GC (Ergonomics) [PSYoungGen: 65087K->63743K(76288K)] [ParOldGen: 174915K->174915K(175104K)] 240003K->238658K(251392K), [Metaspace: 2702K->2702K(1056768K)], 0.0016289 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2022-01-17T00:23:38.904+0800: 0.801: [Full GC (Ergonomics) [PSYoungGen: 65331K->63887K(76288K)] [ParOldGen: 174915K->174915K(175104K)] 240247K->238803K(251392K), [Metaspace: 2702K->2702K(1056768K)], 0.0014667 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2022-01-17T00:23:38.906+0800: 0.803: [Full GC (Ergonomics) [PSYoungGen: 65055K->63743K(76288K)] [ParOldGen: 174915K->174915K(175104K)] 239970K->238658K(251392K), [Metaspace: 2702K->2702K(1056768K)], 0.0016780 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2022-01-17T00:23:38.908+0800: 0.805: [Full GC (Ergonomics) [PSYoungGen: 65506K->64566K(76288K)] [ParOldGen: 174915K->174837K(175104K)] 240422K->239404K(251392K), [Metaspace: 2702K->2702K(1056768K)], 0.0232637 secs] [Times: user=0.14 sys=0.02, real=0.02 secs] 
2022-01-17T00:23:38.931+0800: 0.828: [Full GC (Ergonomics) [PSYoungGen: 65355K->64854K(76288K)] [ParOldGen: 174837K->174837K(175104K)] 240193K->239692K(251392K), [Metaspace: 2702K->2702K(1056768K)], 0.0015905 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2022-01-17T00:23:38.933+0800: 0.830: [Full GC (Ergonomics) [PSYoungGen: 65334K->64710K(76288K)] [ParOldGen: 174837K->174837K(175104K)] 240172K->239548K(251392K), [Metaspace: 2702K->2702K(1056768K)], 0.0013499 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2022-01-17T00:23:38.934+0800: 0.832: [Full GC (Ergonomics) [PSYoungGen: 65390K->64750K(76288K)] [ParOldGen: 174837K->174837K(175104K)] 240228K->239588K(251392K), [Metaspace: 2702K->2702K(1056768K)], 0.0014240 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2022-01-17T00:23:38.936+0800: 0.833: [Full GC (Ergonomics) [PSYoungGen: 65212K->65193K(76288K)] [ParOldGen: 174837K->174837K(175104K)] 240050K->240031K(251392K), [Metaspace: 2702K->2702K(1056768K)], 0.0014049 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2022-01-17T00:23:38.937+0800: 0.835: [Full GC (Allocation Failure) [PSYoungGen: 65193K->65193K(76288K)] [ParOldGen: 174837K->174818K(175104K)] 240031K->240012K(251392K), [Metaspace: 2702K->2702K(1056768K)], 0.0256239 secs] [Times: user=0.16 sys=0.00, real=0.03 secs] 
Heap
 PSYoungGen      total 76288K, used 65536K [0x00000000fab00000, 0x0000000100000000, 0x0000000100000000)
  eden space 65536K, 100% used [0x00000000fab00000,0x00000000feb00000,0x00000000feb00000)
  from space 10752K, 0% used [0x00000000ff580000,0x00000000ff580000,0x0000000100000000)
  to   space 10752K, 0% used [0x00000000feb00000,0x00000000feb00000,0x00000000ff580000)
 ParOldGen       total 175104K, used 174818K [0x00000000f0000000, 0x00000000fab00000, 0x00000000fab00000)
  object space 175104K, 99% used [0x00000000f0000000,0x00000000faab8b28,0x00000000fab00000)
 Metaspace       used 2733K, capacity 4486K, committed 4864K, reserved 1056768K
  class space    used 294K, capacity 386K, committed 512K, reserved 1048576K
